transaction_id,payment_date,invoice_number,po_number,vendor_id,vendor_name,amount,category,plant_code,cost_center,related_party,days_overdue,payment_frequency,previous_avg_amount,amount_zscore,amount_ratio,high_value_flag,related_party_risk,overdue_risk_score,composite_risk_score,anomaly_score,anomaly_probability
T100014,2025-08-16,INV-557994,PO-839831,V1143,Vendor_143,50000.0,Utilities,P007,CC0114,0,114,Quarterly,42826.338179173,-0.1219945040365911,1.1675058416345212,0,0,3.0,1.1675058416345214,-1,0.0373902581965828
T100015,2025-10-05,INV-128421,PO-945897,V1157,Vendor_157,50000.0,Maintenance,P006,CC0121,1,9,Monthly,40111.72279113376,-0.1349584724937685,1.2465183871646603,0,0,0.3,0.3465183871646604,-1,0.14416170996621097
T100016,2025-03-20,INV-524189,PO-961280,V1102,Vendor_102,57231.236841996295,Logistics,P010,CC0175,0,26,One-off,40710.91676608454,-0.1139586047816605,1.405795825498936,0,0,0.8666666666666667,0.6946847143878249,-1,0.10031031705078411
T100017,2024-06-12,INV-137797,PO-182928,V1025,Vendor_025,81415.58731711288,Raw Material,P008,CC0168,0,119,Quarterly,74820.56555847733,-0.1006975310960042,1.0881445055835763,0,0,3.0,1.0881445055835766,-1,0.037261100509560274
T100018,2025-11-14,INV-245788,PO-712928,V1167,Vendor_167,112148.5048714757,Logistics,P008,CC0102,0,51,Ad-hoc,85909.89127707633,-0.0888583150594571,1.3054201699519636,0,0,1.7,0.8720868366186303,-1,0.1317802357497659
T100019,2025-02-02,INV-722409,PO-595797,V1090,Vendor_090,69848.75526155958,Utilities,P005,CC0158,0,84,One-off,50026.18124786469,-0.1151987195403878,1.3962439970278762,0,0,2.8,1.3295773303612093,-1,0.13810496747947906
T100020,2025-03-11,INV-125955,PO-529555,V1100,Vendor_100,50000.0,Raw Material,P006,CC0165,0,97,One-off,38089.39117807499,-0.113846535513294,1.3127014754906607,0,0,3.0,1.3127014754906607,-1,0.08843545021132272
T100021,2024-12-06,INV-402916,PO-817650,V1074,Vendor_074,50000.0,IT Services,P002,CC0132,0,114,Ad-hoc,44555.645491772186,-0.1114452859447666,1.1221922485498093,0,0,3.0,1.1221922485498093,-1,0.030653714663649377
T100022,2024-07-22,INV-271360,PO-941093,V1036,Vendor_036,31757280.18147975,Logistics,P008,CC0174,1,0,One-off,71361.03388298121,14.374752164503434,445.0227029159326,1,1,0.0,9.0,1,0.964167819958433
T100023,2026-01-16,INV-148655,PO-518120,V1185,Vendor_185,60650.617570271126,Utilities,P008,CC0172,0,36,Monthly,44893.086800442834,-0.1183479629409278,1.351001276429779,0,0,1.2,0.751001276429779,-1,0.06805503421732564
T100024,2025-10-02,INV-287380,PO-683808,V1156,Vendor_156,65608.75174426312,IT Services,P004,CC0162,0,20,One-off,72642.29560841453,-0.1060101971331869,0.903175638858298,0,0,0.6666666666666666,0.2222222222222222,-1,0.050341049756942396
T100025,2025-06-24,INV-200981,PO-530893,V1128,Vendor_128,171634.09735833603,Utilities,P002,CC0125,0,95,One-off,184047.6222327919,-0.0803496199043195,0.932552647386258,0,0,3.0,1.0,-1,0.19280389421735433
T100026,2024-12-29,INV-172503,PO-672192,V1080,Vendor_080,111334.92427641372,Packaging,P008,CC0128,0,103,Monthly,136852.23463639963,-0.1057574465657932,0.8135411494903066,0,0,3.0,1.0,-1,0.06580338172066164
T100027,2025-11-01,INV-698754,PO-973179,V1164,Vendor_164,88657.01671442142,Packaging,P008,CC0154,0,102,Quarterly,71846.95527130124,-0.1128298921412418,1.233970408065919,0,0,3.0,1.233970408065919,-1,0.06599014246438294
T100028,2025-04-13,INV-212442,PO-830314,V1109,Vendor_109,50000.0,Services,P008,CC0110,0,5,Ad-hoc,58828.03117036922,-0.1178322166172128,0.849934954566085,0,0,0.1666666666666666,0.0555555555555555,-1,0.11823007236568167
T100029,2025-01-28,INV-944811,PO-307457,V1088,Vendor_088,50000.0,IT Services,P001,CC0141,1,77,Monthly,60945.95651144226,-0.1114452859447666,0.8203989708589245,0,0,2.566666666666667,0.8555555555555556,-1,0.039189096098575786
T100030,2025-02-02,INV-537958,PO-880160,V1090,Vendor_090,57101.04499047521,Utilities,P009,CC0199,0,57,Ad-hoc,73425.69009369121,-0.1195632598191478,0.7776712063259364,0,0,1.9,0.6333333333333334,-1,0.06317568259571578
T100031,2024-08-23,INV-467179,PO-573678,V1045,Vendor_045,50000.0,Utilities,P004,CC0164,0,84,Ad-hoc,59256.48074057475,-0.1219945040365911,0.8437895631855075,0,0,2.8,0.9333333333333332,-1,0.047449589223557374
T100032,2024-05-17,INV-888206,PO-625935,V1018,Vendor_018,76897.77816030756,Maintenance,P003,CC0185,0,14,Monthly,59538.94450215167,-0.1281978623905611,1.2915542726413054,0,0,0.4666666666666667,0.447109828196861,-1,0.12160669136135309
T100033,2025-04-19,INV-799891,PO-203471,V1110,Vendor_110,71571.6571420332,Raw Material,P006,CC0132,0,6,Quarterly,90772.71567023746,-0.1048177113125652,0.7884710357464837,0,0,0.2,0.0666666666666666,-1,0.16437009934807528
T100034,2025-12-19,INV-478412,PO-500447,V1177,Vendor_177,50000.0,Raw Material,P009,CC0173,0,36,Monthly,59449.76158411351,-0.113846535513294,0.8410462660856368,0,0,1.2,0.4,-1,0.021034549396099243
T100035,2024-04-26,INV-976222,PO-372195,V1012,Vendor_012,108924.29237783513,Utilities,P009,CC0173,0,35,Ad-hoc,90123.426946916,-0.1018201007899273,1.208612411531944,0,0,1.1666666666666667,0.5975013004208328,-1,0.08637473791860321
T100036,2025-11-27,INV-577611,PO-179102,V1171,Vendor_171,63016.70739141871,Utilities,P002,CC0118,0,92,One-off,50357.81292522242,-0.1175378649619216,1.25137895652843,0,0,3.0,1.25137895652843,-1,0.05879051454581867
T100037,2025-11-05,INV-737468,PO-865813,V1165,Vendor_165,383535.5097558748,Packaging,P010,CC0122,0,14,Ad-hoc,63092.42451201145,-0.0208676117718989,6.078947079975629,0,0,0.4666666666666667,3.1555555555555554,1,0.6256683698611952
T100038,2024-09-29,INV-972676,PO-216224,V1055,Vendor_055,58356.64837586052,Utilities,P008,CC0143,0,114,Monthly,46301.28384886155,-0.1191333683772241,1.2603678240618674,0,0,3.0,1.2603678240618674,-1,0.0646035880878064
T100039,2025-06-15,INV-750705,PO-744803,V1126,Vendor_126,68913.2142861412,Packaging,P010,CC0163,0,-8,One-off,80370.86527300815,-0.1189872930277527,0.8574402434520647,0,0,0.0,0.0,-1,0.15151263343605892
T100040,2024-07-09,INV-631822,PO-770539,V1033,Vendor_033,97381.95258412269,Packaging,P010,CC0170,0,64,Monthly,91846.32929864497,-0.110108890041773,1.0602704901518518,0,0,2.1333333333333333,0.7713816012629628,-1,0.044486087267712235
T100041,2025-09-15,INV-654310,PO-650802,V1151,Vendor_151,50577.48513452252,IT Services,P006,CC0197,0,58,Quarterly,57369.18962761524,-0.1112442011274204,0.8816140765247368,0,0,1.933333333333333,0.6444444444444446,-1,0.02594877950283407
T100042,2025-08-04,INV-688671,PO-856261,V1140,Vendor_140,90578.22615421074,Raw Material,P001,CC0110,1,37,One-off,68396.59935913417,-0.0968625055933168,1.3243089130587642,0,0,1.2333333333333334,0.7354200241698754,-1,0.0966750266817609
T100043,2024-11-24,INV-979907,PO-202499,V1070,Vendor_070,65747.1099134598,Services,P001,CC0164,0,4,Ad-hoc,74625.26910198553,-0.1129390518021657,0.8810301216282046,0,0,0.1333333333333333,0.0444444444444444,-1,0.12726861943097903
T100044,2024-04-29,INV-730977,PO-114516,V1013,Vendor_013,50000.0,Maintenance,P007,CC0195,0,0,Ad-hoc,50357.34131957241,-0.1349584724937685,0.9929038882870188,0,0,0.0,0.0,-1,0.20403833632220345
T100045,2026-02-17,INV-369825,PO-865627,V1194,Vendor_194,50000.0,Utilities,P001,CC0116,0,25,Quarterly,62011.35156016544,-0.1219945040365911,0.806303986964199,0,0,0.8333333333333334,0.2777777777777778,-1,0.04872443677839013
T100046,2025-01-30,INV-119785,PO-264919,V1089,Vendor_089,104954.26208776844,Services,P007,CC0195,0,42,Quarterly,85331.91357764369,-0.1007560506945437,1.229953222510009,0,0,1.4,0.6966198891766756,-1,0.08677885108999407
T100047,2025-12-22,INV-804688,PO-368298,V1178,Vendor_178,108878.96040408286,Logistics,P002,CC0184,0,14,One-off,83359.21793312959,-0.0903526813368753,1.306141817350363,0,0,0.4666666666666667,0.4616973729059185,-1,0.1678682937962113
T100048,2025-07-18,INV-539334,PO-720850,V1135,Vendor_135,70365.23612927138,Raw Material,P009,CC0115,0,95,Ad-hoc,57539.917872236176,-0.1053226592247526,1.222894274641007,0,0,3.0,1.222894274641007,-1,0.0635252207230254
T100049,2025-09-30,INV-473569,PO-581484,V1155,Vendor_155,126481.7566558172,Raw Material,P003,CC0121,0,116,Monthly,94500.23994681858,-0.0818350710781976,1.338427888934427,0,0,3.0,1.338427888934427,-1,0.1983482324072859
T100050,2025-09-16,INV-941619,PO-280824,V1151,Vendor_151,101549.83320550826,Utilities,P002,CC0119,0,88,Monthly,130805.35760833503,-0.1043449561096077,0.7763430723500993,0,0,2.933333333333333,0.977777777777778,-1,0.09601254243878914
T100051,2024-07-31,INV-239877,PO-310126,V1038,Vendor_038,84272.79410020393,Services,P004,CC0109,0,97,Monthly,65203.03855370295,-0.107182489071898,1.292467283266172,0,0,3.0,1.292467283266172,-1,0.08864422770706523
T100052,2024-12-01,INV-133774,PO-852475,V1072,Vendor_072,50000.0,Logistics,P010,CC0136,0,36,Monthly,41025.528367840816,-0.1172636879785622,1.2187533467379816,0,0,1.2,0.6187533467379815,-1,0.03666614029368724
T100053,2025-02-14,INV-765434,PO-568662,V1093,Vendor_093,534774.6743113874,Logistics,P006,CC0144,0,101,One-off,168744.61250200195,0.1043056874075342,3.1691362846031184,1,0,3.0,5.273441972010653,1,0.5909957517990566
T100054,2025-03-09,INV-931752,PO-930197,V1099,Vendor_099,78288.08631845731,Raw Material,P010,CC0145,0,12,Quarterly,66392.41808101627,-0.1020065476689332,1.1791720889413184,0,0,0.4,0.3125054222746518,-1,0.1002274797409974
T100055,2024-04-11,INV-846460,PO-605925,V1008,Vendor_008,50000.0,Raw Material,P003,CC0183,0,68,Monthly,41668.800205716136,-0.113846535513294,1.1999385572215489,0,0,2.2666666666666666,0.9554941127771044,-1,0.0332668801508723
T100056,2025-04-13,INV-883951,PO-697068,V1109,Vendor_109,50000.0,Logistics,P007,CC0144,0,60,Ad-hoc,55169.29341223054,-0.1172636879785622,0.9063012575926058,0,0,2.0,0.6666666666666666,-1,0.01588550747934474
T100057,2024-07-01,INV-877238,PO-406421,V1030,Vendor_030,68076.80899564426,IT Services,P002,CC0119,0,52,One-off,63941.76495300476,-0.1051508003939025,1.064668906866719,0,0,1.7333333333333334,0.642446684644497,-1,0.03614250697163208
T100058,2025-09-04,INV-717010,PO-126910,V1148,Vendor_148,50000.0,Logistics,P005,CC0168,0,98,One-off,60064.37461400937,-0.1172636879785622,0.8324401997242811,0,0,3.0,1.0,-1,0.010816501352496843
T100059,2025-07-22,INV-929689,PO-555328,V1136,Vendor_136,84951.57248801494,Raw Material,P004,CC0164,0,33,Quarterly,91999.2914925708,-0.0992175433382603,0.923393768688697,0,0,1.1,0.3666666666666667,-1,0.04759439358598987
T100060,2026-01-13,INV-407149,PO-757245,V1184,Vendor_184,50000.0,Utilities,P007,CC0147,1,63,One-off,43646.44151253431,-0.1219945040365911,1.1455687627052271,0,0,2.1,0.8455687627052275,-1,0.03350229283612212
T100061,2025-09-05,INV-770419,PO-465446,V1148,Vendor_148,72063.57931702261,Raw Material,P007,CC0164,0,50,Quarterly,76297.60036078421,-0.1046118171242247,0.9445064979273212,0,0,1.6666666666666667,0.5555555555555556,-1,0.03167691733902719
T100062,2024-12-03,INV-182876,PO-874053,V1073,Vendor_073,50000.0,Logistics,P001,CC0118,0,60,Quarterly,60993.84864643677,-0.1172636879785622,0.8197547967473762,0,0,2.0,0.6666666666666666,-1,0.028033264013983716
T100063,2026-02-15,INV-574856,PO-727745,V1193,Vendor_193,52459.18111716373,Maintenance,P007,CC0177,0,34,Quarterly,48193.7133670596,-0.1343403707082891,1.088506725298731,0,0,1.1333333333333333,0.4662845030765088,-1,0.08157241010351748
T100064,2025-01-04,INV-361585,PO-555690,V1082,Vendor_082,50000.0,Raw Material,P008,CC0126,0,81,Quarterly,57094.121645727006,-0.113846535513294,0.8757468993087147,0,0,2.7,0.9000000000000001,-1,0.030263631840296984
T100065,2024-11-03,INV-944824,PO-589501,V1065,Vendor_065,55236.83356195908,IT Services,P004,CC0104,0,66,Ad-hoc,52447.3617693711,-0.1096217797498417,1.0531861222086678,0,0,2.2,0.7865194555420013,-1,0.02104660896300641
T100066,2026-01-01,INV-492536,PO-304615,V1181,Vendor_181,153997.21133363733,Utilities,P001,CC0141,0,6,Quarterly,157977.12121796943,-0.0863881082139655,0.9748070489343784,0,0,0.2,0.0666666666666666,-1,0.2608284843917497
T100067,2024-12-06,INV-288608,PO-890267,V1074,Vendor_074,119674.37760349106,IT Services,P005,CC0124,1,47,Ad-hoc,136455.12082709456,-0.0871841255156058,0.877023719433243,0,0,1.5666666666666669,0.5222222222222223,-1,0.1062098273929773
T100068,2024-05-05,INV-612415,PO-153562,V1015,Vendor_015,71484.75416597138,Maintenance,P004,CC0151,0,70,Ad-hoc,52635.39847121795,-0.1295583965018512,1.3581117696878575,0,0,2.333333333333333,1.1358895474656356,-1,0.13097316814555848
T100069,2025-02-16,INV-169578,PO-144677,V1093,Vendor_093,59121.67380521639,IT Services,P008,CC0146,0,2,Monthly,57523.59801828615,-0.1082690481485679,1.0277812209594788,0,0,0.0666666666666666,0.0500034431817009,-1,0.13442007587228294
T100070,2025-10-12,INV-214102,PO-805732,V1159,Vendor_159,995533.1114337738,Services,P002,CC0192,0,0,Ad-hoc,69139.24466976307,0.1759772111289645,14.39895845245116,1,0,0.0,5.175977211128965,1,0.6856692359391173
T100071,2024-07-27,INV-488462,PO-123974,V1037,Vendor_037,105343.8664720444,Raw Material,P003,CC0141,0,60,Quarterly,119565.63889144712,-0.0906823419756993,0.881054686352535,0,0,2.0,0.6666666666666666,-1,0.08545871633358824
T100072,2025-02-11,INV-667808,PO-558428,V1092,Vendor_092,50000.0,Raw Material,P008,CC0109,0,10,Monthly,53234.18795555417,-0.113846535513294,0.9392460356819112,0,0,0.3333333333333333,0.1111111111111111,-1,0.078821516333643
T100073,2024-06-13,INV-623996,PO-269694,V1025,Vendor_025,57600.15664340814,Packaging,P010,CC0151,0,64,Ad-hoc,51618.8294402649,-0.1225154397163933,1.1158749097568177,0,0,2.1333333333333333,0.8269860208679286,-1,0.033296491196531386
T100074,2025-07-25,INV-149860,PO-712948,V1137,Vendor_137,50000.0,Raw Material,P006,CC0180,0,-4,Quarterly,37288.445401785066,-0.113846535513294,1.340897950055231,0,0,0.0,0.3408979500552309,-1,0.14779319278049183
T100075,2025-02-21,INV-711989,PO-206718,V1095,Vendor_095,104982.72115089637,Maintenance,P001,CC0126,0,101,Quarterly,131803.86183288755,-0.1211388648704474,0.7965071712694021,0,0,3.0,1.0,-1,0.08615634950069095
T100076,2024-11-07,INV-151898,PO-338235,V1066,Vendor_066,168133.25505814448,IT Services,P007,CC0131,0,69,Monthly,149470.83907536385,-0.0703103673195157,1.1248565679983302,0,0,2.3,0.8915232346649968,-1,0.2140901773494208
T100077,2024-08-23,INV-833878,PO-573305,V1045,Vendor_045,62320.22633212498,Utilities,P001,CC0118,0,72,One-off,53921.08428887311,-0.1177763250125533,1.155767306129359,0,0,2.4,0.955767306129359,-1,0.029797632493609224
T100078,2025-04-27,INV-135217,PO-440002,V1112,Vendor_112,50000.0,Packaging,P001,CC0172,0,115,Quarterly,38030.149127527504,-0.1248856625457462,1.314746356432463,0,0,3.0,1.314746356432463,-1,0.10153548119055533
T100079,2025-07-12,INV-124080,PO-280120,V1133,Vendor_133,81181.71030978322,IT Services,P007,CC0116,0,71,Ad-hoc,84949.50979722962,-0.1005875717849581,0.9556466011818084,0,0,2.3666666666666667,0.788888888888889,-1,0.04382211023423705
T100080,2026-01-26,INV-565839,PO-156044,V1188,Vendor_188,50000.0,Logistics,P004,CC0125,0,9,Ad-hoc,42969.6036616884,-0.1172636879785622,1.1636132460905122,0,0,0.3,0.2636132460905122,-1,0.07514370302757986
T100081,2025-01-24,INV-821840,PO-114443,V1087,Vendor_087,50000.0,IT Services,P001,CC0108,0,106,One-off,60285.592466353344,-0.1114452859447666,0.8293855621955785,0,0,3.0,1.0,-1,0.01497815213345582
T100082,2024-07-06,INV-788530,PO-272755,V1032,Vendor_032,81902.77850908085,Utilities,P005,CC0138,0,51,Monthly,90884.24294800336,-0.111071682694857,0.9011768800884332,0,0,1.7,0.5666666666666667,-1,0.036141088552683366
T100083,2025-11-08,INV-640115,PO-354359,V1166,Vendor_166,68000.95735141118,Services,P004,CC0186,0,77,Quarterly,47760.40055177597,-0.1122387044341422,1.4237936986665949,0,0,2.566666666666667,1.2793492542221503,-1,0.14401610865993203
T100084,2025-06-13,INV-260669,PO-207899,V1125,Vendor_125,50000.0,Maintenance,P007,CC0144,0,106,One-off,51970.23834998086,-0.1349584724937685,0.9620891030610104,0,0,3.0,1.0,-1,0.07243658558637404
T100085,2025-08-04,INV-957651,PO-558282,V1140,Vendor_140,50000.0,Utilities,P010,CC0111,0,51,Ad-hoc,41955.04030459187,-0.1219945040365911,1.1917519238928636,0,0,1.7,0.7584185905595303,-1,0.03589875648985141
T100086,2024-05-20,INV-118490,PO-897084,V1019,Vendor_019,63762.340936941866,IT Services,P002,CC0175,0,100,Quarterly,45221.54478371819,-0.106653131743518,1.409999177204119,0,0,3.0,1.409999177204119,-1,0.15604347535652327
T100087,2024-10-25,INV-413107,PO-742828,V1062,Vendor_062,50000.0,Utilities,P007,CC0135,0,113,Ad-hoc,53581.01488962338,-0.1219945040365911,0.9331663482485308,0,0,3.0,1.0,-1,0.0074910760169712995
T100088,2025-09-22,INV-778685,PO-376304,V1153,Vendor_153,50000.0,Logistics,P007,CC0116,1,45,Monthly,41147.4308061628,-0.1172636879785622,1.2151426959204294,0,0,1.5,0.7151426959204294,-1,0.02936586044710431
T100089,2025-11-08,INV-655279,PO-494554,V1166,Vendor_166,50701.88707297227,Raw Material,P010,CC0101,0,-7,Quarterly,62859.260896910935,-0.1135527604477576,0.8065937516529706,0,0,0.0,0.0,-1,0.14364330027672248
T100090,2025-01-22,INV-811377,PO-792497,V1087,Vendor_087,365371.815399894,IT Services,P004,CC0134,1,86,Monthly,74078.67969544102,-0.0016303658633115,4.9322128431830015,0,0,2.8666666666666667,3.955555555555556,1,0.6119113133664726
T100091,2025-10-19,INV-789892,PO-966441,V1160,Vendor_160,54772.75986478865,Maintenance,P002,CC0115,0,94,One-off,45215.51937454306,-0.1337588652857022,1.211370799726486,0,0,3.0,1.211370799726486,-1,0.1102751183446452
T100092,2025-11-15,INV-945678,PO-596249,V1168,Vendor_168,50000.0,Raw Material,P010,CC0152,0,-5,One-off,64373.82319061725,-0.113846535513294,0.7767132278588621,0,0,0.0,0.0,-1,0.16625224622354728
T100093,2024-12-18,INV-564755,PO-279507,V1077,Vendor_077,98177.49674388763,Utilities,P001,CC0143,0,113,One-off,100913.20679673394,-0.1054995711743743,0.9728904655824012,0,0,3.0,1.0,-1,0.032786673627673936
T100094,2025-12-26,INV-838851,PO-880704,V1179,Vendor_179,50000.0,Maintenance,P005,CC0165,0,88,Ad-hoc,39964.16516379125,-0.1349584724937685,1.2511208427619431,0,0,2.933333333333333,1.228898620539721,-1,0.12915502421429137
T100095,2024-10-07,INV-240316,PO-562655,V1057,Vendor_057,50000.0,Utilities,P007,CC0127,0,15,One-off,50517.26510507222,-0.1219945040365911,0.9897606273024412,0,0,0.5,0.1666666666666666,-1,0.06115319462832498
T100096,2024-09-01,INV-256660,PO-126716,V1047,Vendor_047,50000.0,Packaging,P002,CC0107,0,84,Ad-hoc,63780.47174669298,-0.1248856625457462,0.7839390119059836,0,0,2.8,0.9333333333333332,-1,0.07564698228636454
T100097,2025-07-22,INV-144819,PO-327865,V1136,Vendor_136,64478.64991610942,Raw Material,P003,CC0111,0,79,Quarterly,61546.55672046102,-0.1077864918228292,1.0476402475115822,0,0,2.6333333333333333,0.92541802528936,-1,0.027808090276234914
T100098,2025-06-18,INV-284063,PO-579389,V1127,Vendor_127,79287.11450187844,IT Services,P002,CC0109,0,65,Quarterly,75735.63113398982,-0.1012472847874276,1.0468931639535084,0,0,2.1666666666666665,0.7691153861757306,-1,0.040321419190421565
T100099,2024-06-21,INV-200260,PO-826000,V1027,Vendor_027,105175.15730739884,Logistics,P009,CC0126,0,64,Quarterly,102722.05544436222,-0.0920455283071736,1.0238809655085737,0,0,2.1333333333333333,0.7349920766196848,-1,0.07254996566294071
T100100,2025-11-08,INV-841818,PO-866864,V1166,Vendor_166,4996154.532386373,IT Services,P003,CC0171,0,4,Quarterly,43403.10653463466,1.6108442090622714,115.1105285148094,1,0,0.1333333333333333,6.655288653506717,1,0.8014077082889872
T100101,2024-08-03,INV-545413,PO-268982,V1039,Vendor_039,80281.23357240649,Services,P007,CC0154,0,112,Ad-hoc,63989.77631685167,-0.1084228032399635,1.2545946898593,0,0,3.0,1.2545946898593,-1,0.07095271835879503
T100102,2025-10-19,INV-499776,PO-750532,V1160,Vendor_160,66032.95363762073,Maintenance,P003,CC0136,0,28,One-off,69160.05126397143,-0.130928676883858,0.9547846253841668,0,0,0.9333333333333332,0.3111111111111111,-1,0.06329622449471309
T100103,2024-03-16,INV-675647,PO-965440,V1001,Vendor_001,50000.0,Packaging,P007,CC0123,0,27,Quarterly,61826.00590152655,-0.1248856625457462,0.808721172764056,0,0,0.9,0.3,-1,0.05040870530965807
T100104,2025-10-13,INV-423604,PO-818941,V1159,Vendor_159,154858.9726275319,Utilities,P008,CC0116,1,12,Ad-hoc,176761.89201669616,-0.0860930597858246,0.8760880009866867,0,0,0.4,0.1333333333333333,-1,0.24101013756006628
T100105,2025-10-06,INV-613468,PO-744945,V1157,Vendor_157,50000.0,Services,P001,CC0114,0,16,Quarterly,37885.622229126544,-0.1178322166172128,1.3197618795227255,0,0,0.5333333333333333,0.4975396573005032,-1,0.08464986174968327
T100106,2025-10-01,INV-103176,PO-816358,V1156,Vendor_156,73846.85023139742,Packaging,P008,CC0126,0,-3,One-off,69453.65574208272,-0.1174486646681248,1.063253610517334,0,0,0.0,0.063253610517334,-1,0.14755574658622775
T100107,2025-07-09,INV-741623,PO-601178,V1132,Vendor_132,72764.24490342701,Utilities,P007,CC0149,0,97,One-off,51166.18185385276,-0.1142005189456424,1.4221159810451625,0,0,3.0,1.4221159810451625,-1,0.15780929217033082
T100108,2025-02-18,INV-884353,PO-645857,V1094,Vendor_094,68721.56920519585,Services,P001,CC0159,0,106,Quarterly,60802.38636752515,-0.1120147857222247,1.1302446056936406,0,0,3.0,1.1302446056936406,-1,0.029082296422374608
T100109,2025-08-07,INV-135095,PO-579112,V1141,Vendor_141,50000.0,Utilities,P003,CC0194,0,-4,Quarterly,55081.29777842258,-0.1219945040365911,0.9077491275012566,0,0,0.0,0.0,-1,0.13798136308945935
T100110,2024-09-29,INV-172465,PO-960056,V1055,Vendor_055,90547.1805214208,Raw Material,P009,CC0195,0,13,Quarterly,79150.964001454,-0.0968754997531449,1.143980767180011,0,0,0.4333333333333333,0.2884252116244555,-1,0.11012054196802101
T100111,2025-10-01,INV-222706,PO-426222,V1156,Vendor_156,50000.0,Raw Material,P005,CC0126,0,47,One-off,60216.74957285499,-0.113846535513294,0.8303337585418163,0,0,1.5666666666666669,0.5222222222222223,-1,0.017742560589021003
T100112,2025-04-20,INV-647262,PO-799045,V1111,Vendor_111,57935.50022638327,Utilities,P001,CC0173,0,16,Monthly,57149.34608546411,-0.1192775603946634,1.0137561353675597,0,0,0.5333333333333333,0.1915339131453375,-1,0.06811520449630214
T100113,2025-02-09,INV-785025,PO-118923,V1091,Vendor_091,50000.0,IT Services,P007,CC0113,0,15,Monthly,55075.04488519828,-0.1114452859447666,0.9078521879414352,0,0,0.5,0.1666666666666666,-1,0.0615959410462803
